#curie_map:
#  MESH: http://id.nlm.nih.gov/mesh/
#  CL: http://purl.obolibrary.org/obo/CL_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#  GO: http://purl.obolibrary.org/obo/GO_
#  OBA: http://purl.obolibrary.org/obo/OBA_
#  skos: http://www.w3.org/2004/02/skos/core
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_provider: https://www.ebi.ac.uk
#mapping_set_group: obo_mesh_mappings
#mapping_set_id: obo_mesh
#mapping_set_title: 'OBO Ontology Mappings to MeSH'
#object_source: https://nlmpubs.nlm.nih.gov/projects/mesh/rdf/mesh.nt.gz
#subject_source: http://purl.obolibrary.org/obo/cl.owl
#subject_source: http://purl.obolibrary.org/obo/uberon.owl
#subject_source: http://purl.obolibrary.org/obo/go.owl
#subject_source: http://purl.obolibrary.org/obo/oba.owl
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	confidence	mapping_date	author_id	object_uri
UBERON:0001148	median nerve	skos:exactMatch	M0013191	Median Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013191
UBERON:0001152	cystic duct	skos:exactMatch	M0005550	Cystic Duct	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0005550
UBERON:0001153	caecum	skos:exactMatch	M0003712	Cecum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003712
UBERON:0001154	vermiform appendix	skos:exactMatch	M0001611	Appendix	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001611
UBERON:0001155	colon	skos:exactMatch	M0004808	Colon	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0004808
UBERON:0001156	ascending colon	skos:exactMatch	M0443760	Colon, Ascending	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0443760
UBERON:0001157	transverse colon	skos:exactMatch	M0443761	Colon, Transverse	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0443761
UBERON:0001158	descending colon	skos:exactMatch	M0443762	Colon, Descending	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0443762
UBERON:0001159	sigmoid colon	skos:exactMatch	M0019835	Colon, Sigmoid	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019835
UBERON:0001160	fundus of stomach	skos:exactMatch	M0009004	Gastric Fundus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009004
UBERON:0001162	cardia of stomach	skos:exactMatch	M0003449	Cardia	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003449
UBERON:0001165	pyloric antrum	skos:exactMatch	M0018198	Pyloric Antrum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018198
UBERON:0001166	pylorus	skos:exactMatch	M0018200	Pylorus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018200
UBERON:0001174	common bile duct	skos:exactMatch	M0004860	Common Bile Duct	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0004860
UBERON:0001175	common hepatic duct	skos:exactMatch	M0010197	Hepatic Duct, Common	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010197
UBERON:0001182	superior mesenteric artery	skos:exactMatch	M0026596	Mesenteric Artery, Superior	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026596
UBERON:0001183	inferior mesenteric artery	skos:exactMatch	M0026595	Mesenteric Artery, Inferior	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026595
UBERON:0001184	renal artery	skos:exactMatch	M0018769	Renal Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018769
UBERON:0001193	hepatic artery	skos:exactMatch	M0010196	Hepatic Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010196
UBERON:0001194	splenic artery	skos:exactMatch	M0020367	Splenic Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020367
UBERON:0001199	mucosa of stomach	skos:exactMatch	M0009010	Gastric Mucosa	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009010
UBERON:0001211	Peyer's patch	skos:exactMatch	M0016442	Peyer's Patches	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016442
UBERON:0001212	duodenal gland	skos:exactMatch	M0002993	Brunner Glands	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002993
UBERON:0001224	renal pelvis	skos:exactMatch	M0012023	Kidney Pelvis	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012023
UBERON:0001225	cortex of kidney	skos:exactMatch	M0012012	Kidney Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012012
UBERON:0001230	glomerular capsule	skos:exactMatch	M0475586	Bowman Capsule	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0475586
UBERON:0001231	nephron tubule	skos:exactMatch	M0012025	Kidney Tubules	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012025
UBERON:0001232	collecting duct of renal tubule	skos:exactMatch	M0012026	Kidney Tubules, Collecting	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012026
UBERON:0001235	adrenal cortex	skos:exactMatch	M0000476	Adrenal Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0000476
UBERON:0001236	adrenal medulla	skos:exactMatch	M0000489	Adrenal Medulla	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0000489
UBERON:0001242	intestinal mucosa	skos:exactMatch	M0011572	Intestinal Mucosa	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011572
UBERON:0001255	urinary bladder	skos:exactMatch	M0002628	Urinary Bladder	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002628
UBERON:0001264	pancreas	skos:exactMatch	M0015790	Pancreas	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0015790
UBERON:0001267	femoral nerve	skos:exactMatch	M0008315	Femoral Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0008315
UBERON:0001269	acetabular part of hip bone	skos:exactMatch	M0000110	Acetabulum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0000110
UBERON:0001272	innominate bone	skos:exactMatch	M0016100	Pelvic Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016100
UBERON:0001273	ilium	skos:exactMatch	M0011033	Ilium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011033
UBERON:0001274	ischium	skos:exactMatch	M0011735	Ischium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0011735
UBERON:0001275	pubis	skos:exactMatch	M0018084	Pubic Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018084
UBERON:0001283	bile canaliculus	skos:exactMatch	M0002477	Bile Canaliculi	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002477
UBERON:0001285	nephron	skos:exactMatch	M0014633	Nephrons	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014633
UBERON:0001288	loop of Henle	skos:exactMatch	M0012691	Loop of Henle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012691
UBERON:0001295	endometrium	skos:exactMatch	M0007416	Endometrium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007416
UBERON:0001296	myometrium	skos:exactMatch	M0014357	Myometrium	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014357
UBERON:0001300	scrotum	skos:exactMatch	M0019566	Scrotum	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019566
UBERON:0001301	epididymis	skos:exactMatch	M0007559	Epididymis	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007559
UBERON:0001305	ovarian follicle	skos:exactMatch	M0009571	Ovarian Follicle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0009571
UBERON:0001310	umbilical artery	skos:exactMatch	M0022245	Umbilical Arteries	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022245
UBERON:0001322	sciatic nerve	skos:exactMatch	M0019524	Sciatic Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019524
UBERON:0001323	tibial nerve	skos:exactMatch	M0021512	Tibial Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021512
UBERON:0001324	common fibular nerve	skos:exactMatch	M0016374	Peroneal Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016374
UBERON:0001343	seminiferous tubule of testis	skos:exactMatch	M0019641	Seminiferous Tubules	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019641
UBERON:0001346	vaginal hymen	skos:exactMatch	M0010802	Hymen	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010802
UBERON:0001347	white adipose tissue	skos:exactMatch	M0486891	Adipose Tissue, White	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0486891
UBERON:0001348	brown adipose tissue	skos:exactMatch	M0002984	Adipose Tissue, Brown	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002984
UBERON:0001350	coccyx	skos:exactMatch	M0004681	Coccyx	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0004681
UBERON:0001361	femoral vein	skos:exactMatch	M0008316	Femoral Vein	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0008316
UBERON:0001365	sacro-iliac joint	skos:exactMatch	M0019339	Sacroiliac Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019339
UBERON:0001377	quadriceps femoris	skos:exactMatch	M0483163	Quadriceps Muscle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0483163
UBERON:0001384	primary motor cortex	skos:exactMatch	M0014112	Motor Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0014112
UBERON:0001393	auditory cortex	skos:exactMatch	M0001963	Auditory Cortex	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001963
UBERON:0001394	axillary artery	skos:exactMatch	M0002049	Axillary Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002049
UBERON:0001398	brachial artery	skos:exactMatch	M0002855	Brachial Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002855
UBERON:0001404	radial artery	skos:exactMatch	M0026592	Radial Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026592
UBERON:0001406	ulnar artery	skos:exactMatch	M0026593	Ulnar Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026593
UBERON:0001423	radius bone	skos:exactMatch	M0018450	Radius	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018450
UBERON:0001424	ulna	skos:exactMatch	M0022227	Ulna	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022227
UBERON:0001427	radiale	skos:exactMatch	M0352484	Scaphoid Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0352484
UBERON:0001428	intermedium	skos:exactMatch	M0019637	Lunate Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019637
UBERON:0001429	pisiform	skos:exactMatch	M0479688	Pisiform Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479688
UBERON:0001430	distal carpal bone 1	skos:exactMatch	M0479693	Trapezium Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479693
UBERON:0001431	distal carpal bone 2	skos:exactMatch	M0479694	Trapezoid Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479694
UBERON:0001432	distal carpal bone 3	skos:exactMatch	M0479695	Capitate Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479695
UBERON:0001433	distal carpal bone 4	skos:exactMatch	M0479696	Hamate Bone	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0479696
UBERON:0001435	carpal bone	skos:exactMatch	M0003552	Carpal Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003552
UBERON:0001436	phalanx of manus	skos:exactMatch	M0473618	Finger Phalanges	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0473618
UBERON:0001437	epiphysis	skos:exactMatch	M0007592	Epiphyses	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007592
UBERON:0001446	fibula	skos:exactMatch	M0008459	Fibula	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0008459
UBERON:0001447	tarsal bone	skos:exactMatch	M0021042	Tarsal Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021042
UBERON:0001448	metatarsal bone	skos:exactMatch	M0013529	Metatarsal Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013529
UBERON:0001449	phalanx of pes	skos:exactMatch	M0473616	Toe Phalanges	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0473616
UBERON:0001450	calcaneus	skos:exactMatch	M0003140	Calcaneus	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003140
UBERON:0001469	sternoclavicular joint	skos:exactMatch	M0020516	Sternoclavicular Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020516
UBERON:0001471	skin of prepuce of penis	skos:exactMatch	M0489550	Foreskin	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0489550
UBERON:0001473	lymphatic vessel	skos:exactMatch	M0441573	Lymphatic Vessels	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0441573
UBERON:0001476	deltoid	skos:exactMatch	M0538439	Deltoid Muscle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0538439
UBERON:0001479	sesamoid bone	skos:exactMatch	M0019702	Sesamoid Bones	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0019702
UBERON:0001484	articular capsule	skos:exactMatch	M0026820	Joint Capsule	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026820
UBERON:0001485	knee joint	skos:exactMatch	M0012068	Knee Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0012068
UBERON:0001486	hip joint	skos:exactMatch	M0010370	Hip Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0010370
UBERON:0001487	pes joint	skos:exactMatch	M0401762	Foot Joints	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0401762
UBERON:0001488	ankle joint	skos:exactMatch	M0001253	Ankle Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001253
UBERON:0001489	manus joint	skos:exactMatch	M0478061	Hand Joints	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0478061
UBERON:0001490	elbow joint	skos:exactMatch	M0007155	Elbow Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0007155
UBERON:0001491	wrist joint	skos:exactMatch	M0023029	Wrist Joint	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0023029
UBERON:0001492	radial nerve	skos:exactMatch	M0018374	Radial Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018374
UBERON:0001494	ulnar nerve	skos:exactMatch	M0022229	Ulnar Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022229
UBERON:0001495	pectoral muscle	skos:exactMatch	M0016081	Pectoralis Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0016081
UBERON:0001515	thoracic aorta	skos:exactMatch	M0001542	Aorta, Thoracic	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001542
UBERON:0001516	abdominal aorta	skos:exactMatch	M0001541	Aorta, Abdominal	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0001541
UBERON:0001529	brachiocephalic artery	skos:exactMatch	M0024626	Brachiocephalic Trunk	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0024626
UBERON:0001530	common carotid artery plus branches	skos:exactMatch	M0026594	Carotid Artery, Common	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0026594
UBERON:0001532	internal carotid artery	skos:exactMatch	M0003545	Carotid Artery, Internal	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0003545
UBERON:0001533	subclavian artery	skos:exactMatch	M0020649	Subclavian Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020649
UBERON:0001535	vertebral artery	skos:exactMatch	M0022621	Vertebral Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022621
UBERON:0001544	popliteal vein	skos:exactMatch	M0017286	Popliteal Vein	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0017286
UBERON:0001555	digestive tract	skos:exactMatch	M0439813	Gastrointestinal Tract	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0439813
UBERON:0001577	facial muscle	skos:exactMatch	M0008118	Facial Muscles	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0008118
UBERON:0001579	olfactory nerve	skos:exactMatch	M0015254	Olfactory Nerve	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0015254
UBERON:0001585	anterior vena cava	skos:exactMatch	M0022585	Vena Cava, Superior	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0022585
UBERON:0001587	subclavian vein	skos:exactMatch	M0020651	Subclavian Vein	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020651
UBERON:0001594	azygos vein	skos:exactMatch	M0002096	Azygos Vein	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0002096
UBERON:0001597	masseter muscle	skos:exactMatch	M0013088	Masseter Muscle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013088
UBERON:0001598	temporalis muscle	skos:exactMatch	M0021151	Temporal Muscle	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021151
UBERON:0001599	stapedius muscle	skos:exactMatch	M0020417	Stapedius	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0020417
UBERON:0001600	tensor tympani	skos:exactMatch	M0021168	Tensor Tympani	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0021168
UBERON:0001616	maxillary artery	skos:exactMatch	M0013131	Maxillary Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0013131
UBERON:0001619	ophthalmic artery	skos:exactMatch	M0015324	Ophthalmic Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0015324
UBERON:0001620	central retinal artery	skos:exactMatch	M0018941	Retinal Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0018941
UBERON:0001624	anterior cerebral artery	skos:exactMatch	M0328394	Anterior Cerebral Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0328394
UBERON:0001627	middle cerebral artery	skos:exactMatch	M0328542	Middle Cerebral Artery	semapv:ManualMappingCuration	UBERON	MeSH	1	2025-03-26	orcid:0000-0001-8314-2140	http://id.nlm.nih.gov/mesh/M0328542
